SURVEY_START_TIME,SURVEY_END_TIME,DEVICE_ID,LOCATION,_LOCATION_latitude,_LOCATION_longitude,_LOCATION_altitude,_LOCATION_precision,VILLAGE_NAME,ALT_VILLAGE_NAME,NUMBER_OF_HOUSEHOLDS,DISTRICT,CHIEFDOM,WARD,CONSTITUENCY,NEAREST_HC_LOCATION,NEAREST_HC_TYPE,meta/instanceID,_uuid,_submission_time
2015-01-16T12:45:45.073Z,2015-01-16T16:40:38.994Z,3.53136E+14,8.697663333333333 -11.804271666666667 179.6 7.8,8.697663333,-11.80427167,179.6,7.8,Mananthelie,n/a,80,Tonkolili,Tane,219,64,Matotoka,primary,uuid:b52db5ab-7ae0-401a-a87b-b3b08b978a8d,b52db5ab-7ae0-401a-a87b-b3b08b978a8d,2015-01-16T17:45:23
2015-01-16T13:07:01.030Z,2015-01-16T16:40:10.746Z,3.53136E+14,8.712586666666665 -11.802876666666668 122.2 8.0,8.712586667,-11.80287667,122.2,8,Mawolie,n/a,25,Tonkolili,Tane,219,64,Matotoka,primary,uuid:be7b73ab-00cd-47a1-94be-985664e05cb0,be7b73ab-00cd-47a1-94be-985664e05cb0,2015-01-16T17:45:28
2015-01-16T13:28:37.195Z,2015-01-16T16:38:54.006Z,3.53136E+14,8.721238333333334 -11.800138333333333 400.9 7.1,8.721238333,-11.80013833,400.9,7.1,Mafara,n/a,21,Tonkolili,Tane,219,64,Matotoka,primary,uuid:e3a09ce2-e4ba-4e45-addf-c7fea4158c6f,e3a09ce2-e4ba-4e45-addf-c7fea4158c6f,2015-01-16T17:45:31
2015-01-16T15:05:50.709Z,2015-01-16T16:37:31.459Z,3.53136E+14,8.726258333333334 -11.842628333333334 159.1 6.8,8.726258333,-11.84262833,159.1,6.8,Mamankie,n/a,53,Tonkolili,Tane,219,64,Matotoka,primary,uuid:c6b5f8ec-926c-43dd-be87-ffb2fe2c5b2f,c6b5f8ec-926c-43dd-be87-ffb2fe2c5b2f,2015-01-16T17:45:41
2015-01-16T15:32:23.507Z,2015-01-16T15:41:40.518Z,3.53136E+14,8.703406666666666 -11.827243333333335 74.7 7.6,8.703406667,-11.82724333,74.7,7.6,Mabamp,n/a,68,Tonkolili,Tane,219,64,Matotoka,primary,uuid:d072ae2e-b195-4de5-b47c-95e707f30ad6,d072ae2e-b195-4de5-b47c-95e707f30ad6,2015-01-16T17:45:45
2015-01-16T09:55:52.175Z,2015-01-16T10:01:14.161Z,9.90003E+14,8.541354 -11.83002813 144.0 6.0,8.541354,-11.83002813,144,6,Makoya,n/a,15,Tonkolili,Gbonkolenken,215,63,Makonkorie,primary,uuid:bf86fc26-4a44-459b-9e4f-4d9242a7621c,bf86fc26-4a44-459b-9e4f-4d9242a7621c,2015-01-16T17:50:31
2015-01-16T10:04:28.472Z,2015-01-16T10:20:43.728Z,9.90003E+14,8.54197045 -11.83120993 127.0 8.0,8.54197045,-11.83120993,127,8,Makanlu,Makanlu Bana Kaletric,8,Tonkolili,Gbonkolenken,215,63,Patifu Mayepoh,primary,uuid:906bc5ee-43f2-4a7f-b7c3-cc493855224b,906bc5ee-43f2-4a7f-b7c3-cc493855224b,2015-01-16T17:50:32
2015-01-16T10:44:14.404Z,2015-01-16T10:49:12.491Z,9.90003E+14,8.5408518 -11.87114429 136.0 8.0,8.5408518,-11.87114429,136,8,Makonteh,n/a,45,Tonkolili,Gbonkolenken,215,63,Patifu Mayepoh,primary,uuid:ef78d41d-8eb5-49cf-9c85-35f61fd38889,ef78d41d-8eb5-49cf-9c85-35f61fd38889,2015-01-16T17:50:34
2015-01-16T10:53:05.870Z,2015-01-16T10:59:52.199Z,9.90003E+14,8.54788029 -11.87930871 123.0 8.0,8.54788029,-11.87930871,123,8,Royeama,n/a,24,Tonkolili,Gbonkolenken,215,63,Patifu Mayepoh,primary,uuid:b8dc50e5-309a-4327-b2b8-12bc92893e9b,b8dc50e5-309a-4327-b2b8-12bc92893e9b,2015-01-16T17:50:35
2015-01-16T11:01:14.798Z,2015-01-16T11:16:02.673Z,9.90003E+14,8.54794254 -11.88660094 131.0 8.0,8.54794254,-11.88660094,131,8,Makarabai,n/a,33,Tonkolili,Gbonkolenken,215,63,Mabar Polie,primary,uuid:4eaa9152-63d1-494f-8bf1-390a629d4623,4eaa9152-63d1-494f-8bf1-390a629d4623,2015-01-16T17:50:36
2015-01-16T11:19:23.049Z,2015-01-16T11:35:15.262Z,9.90003E+14,8.55170183 -11.91309498 95.0 8.0,8.55170183,-11.91309498,95,8,Mabar Polie,Mabar Polie,160,Tonkolili,Gbonkolenken,215,63,Mabar Polie,primary,uuid:e9e3a52c-3898-48a1-adb7-da012af016b7,e9e3a52c-3898-48a1-adb7-da012af016b7,2015-01-16T17:50:38
2015-01-16T11:35:55.521Z,2015-01-16T11:53:45.264Z,9.90003E+14,8.55851011 -11.88600707 123.0 8.0,8.55851011,-11.88600707,123,8,Masang,n/a,30,Tonkolili,Gbonkolenken,215,63,Patifu Mayepoh,primary,uuid:82aa0509-4d82-4580-8ca0-4aed9c462d63,82aa0509-4d82-4580-8ca0-4aed9c462d63,2015-01-16T17:50:39
2015-01-16T11:55:29.330Z,2015-01-16T17:13:21.647Z,9.90003E+14,8.56626935 -11.86913837 104.0 6.0,8.56626935,-11.86913837,104,6,Mamanor,n/a,40,Tonkolili,Gbonkolenken,215,63,Patifu Mayepoh,primary,uuid:c3a45633-7c73-40b8-b2a9-93d05af4c658,c3a45633-7c73-40b8-b2a9-93d05af4c658,2015-01-16T17:50:40
2015-01-16T12:25:42.672Z,2015-01-16T13:03:57.304Z,9.90003E+14,8.57469517 -11.86434532 107.0 7.0,8.57469517,-11.86434532,107,7,Makera Nasie,Makera Nasie,30,Tonkolili,Gbonkolenken,215,63,Makonkorie,primary,uuid:8d7a8ad5-1271-418b-a21f-964de772a887,8d7a8ad5-1271-418b-a21f-964de772a887,2015-01-16T17:50:42
2015-01-16T13:19:46.152Z,2015-01-16T13:32:10.210Z,9.90003E+14,8.5261409 -11.88389228 119.0 8.0,8.5261409,-11.88389228,119,8,Magbesseh Kamara,Magbesseh Kamara,19,Tonkolili,Gbonkolenken,215,63,Patifu Mayepoh,primary,uuid:b690634f-1cbb-4035-a846-62641b88095b,b690634f-1cbb-4035-a846-62641b88095b,2015-01-16T17:50:43
2015-01-16T13:36:54.022Z,2015-01-16T15:14:16.571Z,9.90003E+14,8.53496047 -11.88366296 122.0 7.0,8.53496047,-11.88366296,122,7,Rogbabai,n/a,11,Tonkolili,Gbonkolenken,215,63,Patifu Mayepoh,primary,uuid:206a0a7e-76d3-4f9a-81d9-e7d56327a01e,206a0a7e-76d3-4f9a-81d9-e7d56327a01e,2015-01-16T17:50:45
2015-01-16T11:18:42.634Z,2015-01-16T18:01:51.723Z,3.53428E+14,8.54637728 -11.68069119 303.0 7.0,8.54637728,-11.68069119,303,7,Karife,n/a,34,Tonkolili,Kunike Barina,221,64,Masaba,primary,uuid:7f5f11bc-8c13-4942-baf6-0e5f2efb16b4,7f5f11bc-8c13-4942-baf6-0e5f2efb16b4,2015-01-16T18:11:34
2015-01-16T12:20:55.740Z,2015-01-16T18:01:25.762Z,3.53428E+14,8.53765171 -11.68744038 346.8999938964844 8.0,8.53765171,-11.68744038,346.8999939,8,Mayeyeh 2,n/a,28,Tonkolili,Kunike Barina,221,64,Masaba,primary,uuid:1e7e1f63-3951-41f4-9b85-a623803d4126,1e7e1f63-3951-41f4-9b85-a623803d4126,2015-01-16T18:11:37
2015-01-16T15:00:01.818Z,2015-01-16T18:05:30.534Z,3.53428E+14,8.61967265 -11.63899748 354.70001220703125 8.0,8.61967265,-11.63899748,354.7000122,8,Bariyaine,n/a,147,Tonkolili,Kunike Barina,221,64,Makeli,primary,uuid:df30d809-02a2-4009-ae01-69e26e1ee325,df30d809-02a2-4009-ae01-69e26e1ee325,2015-01-16T18:11:40
2015-01-16T15:36:44.460Z,2015-01-16T18:07:53.663Z,3.53428E+14,8.62532289 -11.59633834 416.20001220703125 7.0,8.62532289,-11.59633834,416.2000122,7,Matumkara,n/a,62,Tonkolili,Kunike Barina,221,64,Makoni,primary,uuid:d001f8d6-22c3-4d6d-814e-cd60041c9787,d001f8d6-22c3-4d6d-814e-cd60041c9787,2015-01-16T18:11:41
2015-01-16T16:24:11.204Z,2015-01-16T18:09:55.419Z,3.53428E+14,8.62622721 -11.55010792 386.1000061035156 4.0,8.62622721,-11.55010792,386.1000061,4,Madina,n/a,51,Tonkolili,Kunike Barina,221,64,Makoli,primary,uuid:7f9311b8-434c-47b2-8d7e-02924504aa2a,7f9311b8-434c-47b2-8d7e-02924504aa2a,2015-01-16T18:11:43
2015-01-16T11:00:40.347Z,2015-01-16T11:04:34.012Z,3.58697E+14,8.75375394 -11.81342284 147.10000610351563 14.0,8.75375394,-11.81342284,147.1000061,14,Matunkara,Marunkara,350,Tonkolili,Tane,220,64,Matunkara,primary,uuid:aaaf8697-47c2-4a09-ab78-3056c6e12ea1,aaaf8697-47c2-4a09-ab78-3056c6e12ea1,2015-01-16T18:14:39
2015-01-16T11:43:50.078Z,2015-01-16T11:59:55.895Z,3.58697E+14,8.75878042 -11.80937968 130.60000610351563 6.0,8.75878042,-11.80937968,130.6000061,6,Mafori,Mafori,235,Tonkolili,Tane,220,64,Matunkara,primary,uuid:8ff17582-1fc1-4f68-9fd5-89fb702743c5,8ff17582-1fc1-4f68-9fd5-89fb702743c5,2015-01-16T18:14:43
2015-01-16T12:35:11.663Z,2015-01-16T13:40:42.175Z,3.58697E+14,8.78108534 -11.80914238 161.5 14.0,8.78108534,-11.80914238,161.5,14,Mabai,Mabai,128,Tonkolili,Tane,220,64,Matunkara,primary,uuid:f26e3566-4bf0-4f2c-854a-d0f03ba781b7,f26e3566-4bf0-4f2c-854a-d0f03ba781b7,2015-01-16T18:14:48
2015-01-16T13:45:00.826Z,2015-01-16T14:44:56.032Z,3.58697E+14,8.79286856 -11.79915164 131.10000610351563 15.0,8.79286856,-11.79915164,131.1000061,15,Manki,Manki Uper,55,Tonkolili,Tane,220,64,Matunkara,primary,uuid:5ad476ae-bf4b-489f-b63f-68dc9e8b5706,5ad476ae-bf4b-489f-b63f-68dc9e8b5706,2015-01-16T18:14:51
2015-01-16T14:38:30.472Z,2015-01-16T14:42:18.703Z,3.58697E+14,8.79453 -11.7774674 140.5 15.0,8.79453,-11.7774674,140.5,15,Malumpo,Malumpo,146,Tonkolili,Tane,220,64,Matunkara,primary,uuid:f2b4600a-086f-49a1-9fa7-60bc0dee35c2,f2b4600a-086f-49a1-9fa7-60bc0dee35c2,2015-01-16T18:14:53
2015-01-16T10:26:03.750Z,2015-01-16T10:39:45.375Z,3.58697E+14,8.73948844 -11.80885644 183.8000030517578 13.0,8.73948844,-11.80885644,183.8000031,13,Malako,Malako,93,Tonkolili,Tane,220,64,Mathokara,primary,uuid:9e75c23a-9b0a-4f50-a9b8-04e736e20f83,9e75c23a-9b0a-4f50-a9b8-04e736e20f83,2015-01-16T18:15:13
2015-01-15T20:58:53.192Z,2015-01-16T18:12:36.826Z,3.53313E+14,8.56445116 -11.68989285 293.3999938964844 8.0,8.56445116,-11.68989285,293.3999939,8,Gbongbaday,n/a,480,Tonkolili,Kunike Barina,221,64,Makali,primary,uuid:8f911aba-a466-4463-bd73-2904d083a714,8f911aba-a466-4463-bd73-2904d083a714,2015-01-16T18:22:42
2015-01-16T12:02:30.149Z,2015-01-16T18:14:17.595Z,3.53313E+14,8.53793002 -11.68526571 365.6000061035156 8.0,8.53793002,-11.68526571,365.6000061,8,Mayeyeh 1,n/a,12,Tonkolili,Kunike Barina,221,64,Masaba,primary,uuid:fed8567c-073a-4e1a-8d1f-6f500bda2a3b,fed8567c-073a-4e1a-8d1f-6f500bda2a3b,2015-01-16T18:22:44
2015-01-16T12:52:31.515Z,2015-01-16T18:15:07.388Z,3.53313E+14,8.53686569 -11.69090236 332.3999938964844 8.0,8.53686569,-11.69090236,332.3999939,8,Mayeyeh 3,n/a,22,Tonkolili,Kunike Barina,221,64,Masaba,primary,uuid:b9b3f284-75a2-4acb-b7de-ec5042f94b99,b9b3f284-75a2-4acb-b7de-ec5042f94b99,2015-01-16T18:22:47
2015-01-16T15:17:58.151Z,2015-01-16T18:18:34.225Z,3.53313E+14,8.6222144 -11.62772349 363.70001220703125 8.0,8.6222144,-11.62772349,363.7000122,8,Mayemi,n/a,110,Tonkolili,Kunike Barina,221,64,Makali,primary,uuid:cd50b96a-b04b-4dd5-b445-1d6e2e1b0009,cd50b96a-b04b-4dd5-b445-1d6e2e1b0009,2015-01-16T18:22:55
2015-01-16T16:01:18.182Z,2015-01-16T16:11:40.706Z,3.53313E+14,8.63776353 -11.57519428 378.3999938964844 7.0,8.63776353,-11.57519428,378.3999939,7,Makoni line,n/a,113,Tonkolili,Kunike Barina,221,64,Makoni line,primary,uuid:dfd637a9-a8ce-48ab-b73a-4dfadd1242fb,dfd637a9-a8ce-48ab-b73a-4dfadd1242fb,2015-01-16T18:22:58
2015-01-16T16:30:48.732Z,2015-01-16T16:48:18.254Z,3.53313E+14,8.61161097 -11.55231789 374.0 5.0,8.61161097,-11.55231789,374,5,Petifu Cheh,n/a,18,Tonkolili,Kunike Barina,221,64,Makoni line,primary,uuid:c8a6e865-0cc5-4f0d-ad93-9869827a260a,c8a6e865-0cc5-4f0d-ad93-9869827a260a,2015-01-16T18:22:59
2011-01-02T22:29:09.187+08,2011-01-02T22:42:02.075+08,3.55072E+14,8.585090881602364 -12.20504838060157 81.0 5.0,8.585090882,-12.20504838,81,5,RaWarrah,n/a,20,Tonkolili,Kholifa Mabang,206,60,Mabang,primary,uuid:56176471-ec1d-47da-864c-9102e1f80624,56176471-ec1d-47da-864c-9102e1f80624,2015-01-16T18:58:12
2011-01-02T23:54:13.277+08,2011-01-03T00:07:22.429+08,3.55072E+14,8.574722798752054 -12.211609935910216 106.0 5.0,8.574722799,-12.21160994,106,5,Tongbai,n/a,103,Tonkolili,Kholifa Mabang,206,60,Mabang,primary,uuid:c36e3a9a-ecd9-4893-87c4-23304d5236f1,c36e3a9a-ecd9-4893-87c4-23304d5236f1,2015-01-16T19:01:39
2011-01-03T00:19:21.649+08,2011-01-03T00:28:42.130+08,3.55072E+14,8.58712494960947 -12.214132693718538 99.0 5.0,8.58712495,-12.21413269,99,5,Royeal,n/a,30,Tonkolili,Kholifa Mabang,206,60,Mabang,primary,uuid:040dd7d5-a11c-41cf-8030-8f09dde9d026,040dd7d5-a11c-41cf-8030-8f09dde9d026,2015-01-16T19:01:43
2011-01-03T01:38:02.001+08,2011-01-03T01:47:36.662+08,3.55072E+14,8.603247194228464 -12.241756002497933 98.0 5.0,8.603247194,-12.241756,98,5,Magbodo,n/a,70,Tonkolili,Kholifa Mabang,206,60,Mabai,primary,uuid:a7fb9fc9-7662-42df-80a8-c45752381e35,a7fb9fc9-7662-42df-80a8-c45752381e35,2015-01-16T19:01:47
2011-01-03T02:19:32.874+08,2011-01-03T02:27:52.786+08,3.55072E+14,8.605183510079431 -12.275366279936353 105.0 5.0,8.60518351,-12.27536628,105,5,Maworr,Magbaikep,110,Tonkolili,Kholifa Mabang,206,60,Mabai,primary,uuid:e96b0b42-5d33-4b34-9fd0-d8d27ae78bd2,e96b0b42-5d33-4b34-9fd0-d8d27ae78bd2,2015-01-16T19:01:52
2011-01-03T02:51:22.377+08,2011-01-03T03:09:46.380+08,3.55072E+14,8.552381796658512 -12.249810716486015 112.0 5.0,8.552381797,-12.24981072,112,5,Mashereku,n/a,60,Tonkolili,Kholifa Mabang,206,60,Mabai,primary,uuid:7df096eb-7d33-49a4-9b16-9e2b72b68e44,7df096eb-7d33-49a4-9b16-9e2b72b68e44,2015-01-16T19:01:55
2011-01-03T03:27:04.222+08,2011-01-03T03:32:25.266+08,3.55072E+14,8.535370837617359 -12.245986759543587 100.0 5.0,8.535370838,-12.24598676,100,5,Rotutrble,n/a,115,Tonkolili,Kholifa Mabang,206,60,Mabai,primary,uuid:f8d2de13-9afa-41f9-b951-c65ba4a8aafe,f8d2de13-9afa-41f9-b951-c65ba4a8aafe,2015-01-16T19:01:59
2011-01-03T03:46:47.094+08,2011-01-03T03:53:25.323+08,3.55072E+14,8.504175395045669 -12.226614833897235 105.0 5.0,8.504175395,-12.22661483,105,5,Magbokie,n/a,800,Tonkolili,Kholifa Mabang,206,60,Matinka lol,primary,uuid:c51068c7-b940-4010-b22a-d02aa3a7493f,c51068c7-b940-4010-b22a-d02aa3a7493f,2015-01-16T19:02:08
2015-01-16T08:15:10.069Z,2015-01-16T15:54:56.722Z,3.53428E+14,8.61248219 -12.18035217 119.9000015258789 8.0,8.61248219,-12.18035217,119.9000015,8,Mamunta Kasete,n/a,360,Tonkolili,Kholifa Mabang,206,60,Mabang,primary,uuid:068f4eaa-8768-4f71-92e1-efb1a495b29b,068f4eaa-8768-4f71-92e1-efb1a495b29b,2015-01-16T19:16:59
2015-01-16T11:54:11.707Z,2015-01-16T12:04:31.137Z,3.53428E+14,8.59881765 -12.20046195 120.9000015258789 8.0,8.59881765,-12.20046195,120.9000015,8,Rofunk,n/a,30,Tonkolili,Kholifa Mabang,206,60,Mabang,primary,uuid:7fb5d2ef-7c25-4299-9025-76848da9957d,7fb5d2ef-7c25-4299-9025-76848da9957d,2015-01-16T19:17:00
2015-01-16T13:04:14.326Z,2015-01-16T13:08:31.443Z,3.53428E+14,8.57952336 -12.20835466 132.5 8.0,8.57952336,-12.20835466,132.5,8,Robon,n/a,30,Tonkolili,Kholifa Mabang,206,60,Mabang,primary,uuid:6e1482f3-e4cf-4280-860a-188d774e2252,6e1482f3-e4cf-4280-860a-188d774e2252,2015-01-16T19:17:04
2015-01-16T14:18:17.525Z,2015-01-16T14:25:48.850Z,3.53428E+14,8.56808821 -12.24435241 117.19999694824219 5.0,8.56808821,-12.24435241,117.1999969,5,Kankr,n/a,550,Tonkolili,Kholifa Mabang,206,60,Mabai,primary,uuid:f21d16ef-e65a-41c6-a866-89e7228db33e,f21d16ef-e65a-41c6-a866-89e7228db33e,2015-01-16T19:17:06
2015-01-16T14:50:25.932Z,2015-01-16T14:57:26.529Z,3.53428E+14,8.62013033 -12.25785734 95.0999984741211 8.0,8.62013033,-12.25785734,95.09999847,8,Robossor,Lumpa,70,Tonkolili,Kholifa Mabang,206,60,Mabai,primary,uuid:623efe65-bc96-4025-8f20-28f6dcfedbdd,623efe65-bc96-4025-8f20-28f6dcfedbdd,2015-01-16T19:17:08
2015-01-16T15:21:42.136Z,2015-01-16T15:30:48.885Z,3.53428E+14,8.57818346 -12.2773578 132.5 8.0,8.57818346,-12.2773578,132.5,8,Rokomeh,Rokiss,150,Tonkolili,Kholifa Mabang,206,60,Mabai,primary,uuid:bde903db-5462-48d4-a46c-b5d86b340812,bde903db-5462-48d4-a46c-b5d86b340812,2015-01-16T19:17:09
2015-01-16T15:55:00.979Z,2015-01-16T16:11:10.995Z,3.53428E+14,8.55260921 -12.2273283 136.89999389648438 6.0,8.55260921,-12.2273283,136.8999939,6,Mababay,n/a,60,Tonkolili,Kholifa Mabang,206,60,Mabai,primary,uuid:5bdd7ae8-344a-4a76-975e-0f04852ede24,5bdd7ae8-344a-4a76-975e-0f04852ede24,2015-01-16T19:17:11
2015-01-16T16:26:29.873Z,2015-01-16T16:31:37.736Z,3.53428E+14,8.5413621 -12.25118275 109.69999694824219 7.0,8.5413621,-12.25118275,109.6999969,7,Mabai,n/a,800,Tonkolili,Kholifa Mabang,206,60,Mabai,primary,uuid:2d37f957-10e1-47a8-b64b-1d34b1a65183,2d37f957-10e1-47a8-b64b-1d34b1a65183,2015-01-16T19:17:13
2015-01-16T16:39:08.414Z,2015-01-16T16:44:39.024Z,3.53428E+14,8.52285903 -12.23913711 115.69999694824219 8.0,8.52285903,-12.23913711,115.6999969,8,Madina,n/a,20,Tonkolili,Kholifa Mabang,206,60,Mabai,primary,uuid:3fc81c10-74ad-46b8-a5f9-7926b061d525,3fc81c10-74ad-46b8-a5f9-7926b061d525,2015-01-16T19:17:15
2015-01-16T16:52:36.169Z,2015-01-16T16:58:21.653Z,3.53428E+14,8.50838819 -12.25109862 131.39999389648438 8.0,8.50838819,-12.25109862,131.3999939,8,Mashim,n/a,30,Tonkolili,Kholifa Mabang,206,60,Mabai,primary,uuid:68959c9d-6bf7-43a0-ba85-93e74409fb4b,68959c9d-6bf7-43a0-ba85-93e74409fb4b,2015-01-16T19:17:19
2012-01-01T23:08:58.646Z,2012-01-02T06:00:37.325Z,8.65316E+14,8.664391666666667 -12.212566666666666 66.1 8.1,8.664391667,-12.21256667,66.1,8.1,Komrabai,n/a,25,Tonkolili,Malal Mara,207,60,Mara,primary,uuid:f131bdf0-40de-409e-9c8b-71a59e943d04,f131bdf0-40de-409e-9c8b-71a59e943d04,2015-01-16T19:27:56
2012-01-02T00:28:10.749Z,2012-01-02T06:01:27.821Z,8.65316E+14,8.715463333333334 -12.239808333333334 51.9 9.6,8.715463333,-12.23980833,51.9,9.6,Rotonka,n/a,55,Tonkolili,Malal Mara,207,60,Mara,primary,uuid:c966bccc-faa3-4e9b-8d42-543557567e2f,c966bccc-faa3-4e9b-8d42-543557567e2f,2015-01-16T19:28:01
2012-01-02T01:29:15.974Z,2012-01-02T06:03:28.005Z,8.65316E+14,8.649891666666667 -12.253651666666666 69.4 9.6,8.649891667,-12.25365167,69.4,9.6,Runia Magboca,n/a,8,Tonkolili,Malal Mara,207,60,Mara,primary,uuid:8236c021-8da8-4e83-a175-4acd2fded2a5,8236c021-8da8-4e83-a175-4acd2fded2a5,2015-01-16T19:28:04
2012-01-02T02:20:06.046Z,2012-01-02T06:05:54.540Z,8.65316E+14,8.700099999999999 -12.300594999999998 42.6 7.9,8.7001,-12.300595,42.6,7.9,Rokonla,n/a,50,Tonkolili,Malal Mara,207,60,Malal,primary,uuid:7bba10bb-c6b9-4bc3-8e74-7f6e2a56115b,7bba10bb-c6b9-4bc3-8e74-7f6e2a56115b,2015-01-16T19:28:06
2012-01-02T03:20:46.198Z,2012-01-02T06:08:59.778Z,8.65316E+14,8.712498333333334 -12.295021666666665 54.8 8.0,8.712498333,-12.29502167,54.8,8,Mayamie,n/a,22,Tonkolili,Malal Mara,207,60,Rochen Malal,primary,uuid:440e526c-70ab-4e9e-abca-29b6147e487d,440e526c-70ab-4e9e-abca-29b6147e487d,2015-01-16T19:28:07
2012-01-02T03:43:58.595Z,2012-01-02T03:50:38.293Z,8.65316E+14,8.729131666666666 -12.300338333333332 76.2 9.2,8.729131667,-12.30033833,76.2,9.2,Makombo,n/a,50,Tonkolili,Malal Mara,207,60,"Rotang
 Malal",primary,uuid:17329928-3c34-4be6-b891-9c704a84bc1d,17329928-3c34-4be6-b891-9c704a84bc1d,2015-01-16T19:28:08
2012-01-02T04:12:12.352Z,2012-01-02T06:10:49.662Z,8.65316E+14,8.741125 -12.270921666666668 71.0 10.3,8.741125,-12.27092167,71,10.3,Maserry,n/a,10,Tonkolili,Malal Mara,207,60,Mathene,primary,uuid:273493e3-f108-4932-8514-655f2fa643c2,273493e3-f108-4932-8514-655f2fa643c2,2015-01-16T19:28:10
2012-01-02T04:34:55.732Z,2012-01-02T06:13:03.521Z,8.65316E+14,8.720525 -12.285754999999998 78.3 11.8,8.720525,-12.285755,78.3,11.8,Macca,n/a,20,Tonkolili,Malal Mara,207,60,Rotang Malal,primary,uuid:3290e0ed-92ca-489d-902b-8c786002d798,3290e0ed-92ca-489d-902b-8c786002d798,2015-01-16T19:28:11
2015-01-16T11:13:18.152Z,2015-01-16T17:30:12.981Z,3.53323E+14,8.67892614 -12.24154402 121.5 8.0,8.67892614,-12.24154402,121.5,8,Mabasa,n/a,178,Tonkolili,Malal Mara,207,60,Mara,primary,uuid:325384cc-6dcf-4c90-b1b8-b0cd87fb9f41,325384cc-6dcf-4c90-b1b8-b0cd87fb9f41,2015-01-16T19:33:18
2015-01-16T11:27:40.095Z,2015-01-16T17:28:53.149Z,3.53323E+14,8.67645279 -12.24302907 98.80000305175781 4.0,8.67645279,-12.24302907,98.80000305,4,Rubun,n/a,145,Tonkolili,Malal Mara,207,60,Mara,primary,uuid:0ccb2464-3de6-4df6-abd4-849c7eb6fb5e,0ccb2464-3de6-4df6-abd4-849c7eb6fb5e,2015-01-16T19:33:25
2015-01-16T11:55:50.011Z,2015-01-16T17:28:04.393Z,3.53323E+14,8.70437989 -12.23556171 102.0999984741211 10.0,8.70437989,-12.23556171,102.0999985,10,Bilefu,n/a,465,Tonkolili,Malal Mara,207,60,Mara,primary,uuid:d1de6674-3236-4540-90ba-89cfb1754e7f,d1de6674-3236-4540-90ba-89cfb1754e7f,2015-01-16T19:33:31
2015-01-16T12:43:19.768Z,2015-01-16T17:23:24.311Z,3.53323E+14,8.66372406 -12.24438002 97.9000015258789 6.0,8.66372406,-12.24438002,97.90000153,6,Mara,n/a,645,Tonkolili,Malal Mara,207,60,Mara,primary,uuid:408dd683-5100-4b8c-ad1b-9173808aef61,408dd683-5100-4b8c-ad1b-9173808aef61,2015-01-16T19:33:41
2015-01-16T13:00:09.205Z,2015-01-16T17:19:44.139Z,3.53323E+14,8.65465818 -12.2545811 103.80000305175781 8.0,8.65465818,-12.2545811,103.8000031,8,Marunia,Marunia Patifu,33,Tonkolili,Malal Mara,207,60,Mara,primary,uuid:db028594-9a4b-4d72-8c81-4efda290533d,db028594-9a4b-4d72-8c81-4efda290533d,2015-01-16T19:33:58
2015-01-16T13:32:28.079Z,2015-01-16T17:19:06.406Z,3.53323E+14,8.66632141 -12.27185005 94.9000015258789 8.0,8.66632141,-12.27185005,94.90000153,8,Masheku,n/a,11,Tonkolili,Malal Mara,207,60,Mara,primary,uuid:f8c8e08a-dcc2-4d80-bbc2-30d21bf8d5da,f8c8e08a-dcc2-4d80-bbc2-30d21bf8d5da,2015-01-16T19:34:03
2015-01-16T14:30:43.375Z,2015-01-16T17:18:02.684Z,3.53323E+14,8.65406419 -12.28697576 106.69999694824219 8.0,8.65406419,-12.28697576,106.6999969,8,Yall,n/a,18,Tonkolili,Malal Mara,207,60,Rochen,primary,uuid:3ab6451a-6d61-4de9-bb97-0c8c8a25a7e7,3ab6451a-6d61-4de9-bb97-0c8c8a25a7e7,2015-01-16T19:34:18
2015-01-16T14:45:52.412Z,2015-01-16T17:16:59.693Z,3.53323E+14,8.6433066 -12.28868989 101.30000305175781 7.0,8.6433066,-12.28868989,101.3000031,7,Ropolu,Ropolu Bana,845,Tonkolili,Malal Mara,207,60,Rochen,primary,uuid:18097d38-4fc2-4844-aae1-2ffa0e53e703,18097d38-4fc2-4844-aae1-2ffa0e53e703,2015-01-16T19:35:05
2015-01-16T14:56:26.329Z,2015-01-16T17:14:16.477Z,3.53323E+14,8.62947554 -12.28745785 107.69999694824219 8.0,8.62947554,-12.28745785,107.6999969,8,Mabanglol,n/a,87,Tonkolili,Malal Mara,207,60,Rochen,primary,uuid:6c2252ec-0f19-45fb-8191-20201e05af4e,6c2252ec-0f19-45fb-8191-20201e05af4e,2015-01-16T19:35:10
2015-01-16T15:15:05.865Z,2015-01-16T17:13:18.293Z,3.53323E+14,8.63487552 -12.26353617 113.0 7.0,8.63487552,-12.26353617,113,7,Masuba,n/a,115,Tonkolili,Malal Mara,207,60,Rochen,primary,uuid:d2e43a0c-1c10-43bf-9eb6-23448d9139e8,d2e43a0c-1c10-43bf-9eb6-23448d9139e8,2015-01-16T19:35:15
