SURVEY_START_TIME,SURVEY_END_TIME,DEVICE_ID,LOCATION,_LOCATION_latitude,_LOCATION_longitude,_LOCATION_altitude,_LOCATION_precision,VILLAGE_NAME,ALT_VILLAGE_NAME,NUMBER_OF_HOUSEHOLDS,DISTRICT,CHIEFDOM,WARD,CONSTITUENCY,NEAREST_HC_LOCATION,NEAREST_HC_TYPE,meta/instanceID,_uuid,_submission_time
2015-01-13T15:16:36.955Z,2015-01-13T15:24:35.736Z,3.53323E+14,8.70752694 -11.96460928 128.0 7.0,8.70752694,-11.96460928,128,7,Magbesseh 1,Magbesseh One (1),253,Tonkolili,Kholifa Rowala,202,59,Magburaka,primary,uuid:841430b3-94da-4521-8642-b02e9f12e694,841430b3-94da-4521-8642-b02e9f12e694,2015-01-13T17:13:48
2015-01-13T15:29:20.794Z,2015-01-13T17:02:56.274Z,3.53323E+14,8.70339027 -11.96781007 126.0999984741211 6.0,8.70339027,-11.96781007,126.0999985,6,Magbesseh 2,Magbesseh Two (2),197,Tonkolili,Kholifa Rowala,202,59,Magburaka,primary,uuid:39716c7f-15ce-4a42-89bf-d28eabdca623,39716c7f-15ce-4a42-89bf-d28eabdca623,2015-01-13T17:13:49
2015-01-14T09:49:05.996Z,2015-01-14T10:19:56.035Z,3.53323E+14,8.67905574 -12.03055274 99.5 8.0,8.67905574,-12.03055274,99.5,8,Makapr,n/a,87,Tonkolili,Kholifa Rowala,205,59,Magbass,primary,uuid:87ac28b1-0df5-4e66-a086-90a1b04a7464,87ac28b1-0df5-4e66-a086-90a1b04a7464,2015-01-14T16:57:26
2015-01-14T10:08:37.137Z,2015-01-14T10:36:02.722Z,3.53323E+14,8.67909774 -12.00345443 106.4000015258789 7.0,8.67909774,-12.00345443,106.4000015,7,Magbass,n/a,359,Tonkolili,Kholifa Rowala,205,59,Magbass,primary,uuid:6fa77430-4fc6-4fdd-b29a-0bf40b16d066,6fa77430-4fc6-4fdd-b29a-0bf40b16d066,2015-01-14T16:57:33
2015-01-14T10:27:08.525Z,2015-01-14T10:36:23.890Z,3.53323E+14,8.69932352 -11.99448273 102.9000015258789 8.0,8.69932352,-11.99448273,102.9000015,8,Rothongbai,Upper Rothongbai,85,Tonkolili,Kholifa Rowala,204,59,Magbass,primary,uuid:bc0e6f0a-ec24-47e1-92df-64a936b32339,bc0e6f0a-ec24-47e1-92df-64a936b32339,2015-01-14T16:58:03
2015-01-14T11:08:48.176Z,2015-01-14T11:42:47.293Z,3.53323E+14,8.62989375 -11.98154484 101.30000305175781 8.0,8.62989375,-11.98154484,101.3000031,8,Makomo,n/a,39,Tonkolili,Kholifa Rowala,205,59,Mabum,primary,uuid:a8d91c90-0c2b-4188-8a79-d2c637a789de,a8d91c90-0c2b-4188-8a79-d2c637a789de,2015-01-14T16:58:09
2015-01-14T10:27:39.286Z,2015-01-14T15:06:03.297Z,3.58697E+14,8.62746952 -12.06025514 92.0 8.0,8.62746952,-12.06025514,92,8,Marinki,n/a,100,Tonkolili,Kholifa Rowala,205,60,Mabure,primary,uuid:2e04d167-2d95-4885-b340-b99765649c8b,2e04d167-2d95-4885-b340-b99765649c8b,2015-01-14T16:59:32
2015-01-14T11:15:57.845Z,2015-01-14T15:06:43.295Z,3.58697E+14,8.65098399 -12.06919189 118.9000015258789 12.0,8.65098399,-12.06919189,118.9000015,12,Mabure,n/a,107,Tonkolili,Kholifa Rowala,205,60,Mabure,primary,uuid:facc0c96-5ed6-46d9-8547-4ca3580d9937,facc0c96-5ed6-46d9-8547-4ca3580d9937,2015-01-14T16:59:35
2015-01-14T12:24:22.571Z,2015-01-14T15:06:54.193Z,3.58697E+14,8.60241632 -12.01840003 93.0999984741211 7.0,8.60241632,-12.01840003,93.09999847,7,Mabobor,n/a,40,Tonkolili,Kholifa Rowala,202,59,Mamunta,primary,uuid:9e6e05cb-ba65-435f-9973-992a1d37ee91,9e6e05cb-ba65-435f-9973-992a1d37ee91,2015-01-14T16:59:38
2015-01-14T09:43:44.009Z,2015-01-14T11:21:52.818Z,9.90003E+14,8.65483596 -12.04002113 111.0999984741211 8.0,8.65483596,-12.04002113,111.0999985,8,Roten,Roten kapagbango,153,Tonkolili,Kholifa Rowala,205,60,Magbass,primary,uuid:92a53b06-2206-4c7b-81d2-c9decb78c9f1,92a53b06-2206-4c7b-81d2-c9decb78c9f1,2015-01-14T17:00:26
2015-01-14T09:59:39.756Z,2015-01-14T13:17:18.170Z,9.90003E+14,8.64039778 -12.05901287 101.9000015258789 4.0,8.64039778,-12.05901287,101.9000015,4,Rothogbai,Rothogbai lower,200,Tonkolili,Kholifa Rowala,205,60,Maborie,primary,uuid:452f26d7-e59e-432b-a3a9-b159232c7d00,452f26d7-e59e-432b-a3a9-b159232c7d00,2015-01-14T17:00:28
2015-01-14T12:40:51.487Z,2015-01-14T16:14:04.357Z,9.90003E+14,8.69659697 -11.92098915 132.39999389648438 8.0,8.69659697,-11.92098915,132.3999939,8,Masesebe,n/a,230,Tonkolili,Kholifa Rowala,204,59,Malon,primary,uuid:6159d716-c599-49ac-a241-09c7718d51f5,6159d716-c599-49ac-a241-09c7718d51f5,2015-01-14T17:00:30
2015-01-14T09:58:36.962Z,2015-01-14T13:19:23.653Z,3.52624E+14,8.68790831 -12.06380507 102.9000015258789 5.0,8.68790831,-12.06380507,102.9000015,5,Masampa,n/a,75,Tonkolili,Kholifa Rowala,205,60,Mabure,primary,uuid:8cd1f21b-ac48-4079-a299-081b799f87b1,8cd1f21b-ac48-4079-a299-081b799f87b1,2015-01-14T17:01:00
2015-01-14T10:22:27.274Z,2015-01-14T13:47:06.403Z,3.52624E+14,8.666369 -12.05855579 103.5999984741211 8.0,8.666369,-12.05855579,103.5999985,8,Mayoma,n/a,52,Tonkolili,Kholifa Rowala,205,60,Mabure,primary,uuid:a0e2d94b-226a-4b20-982c-3fb12a9da110,a0e2d94b-226a-4b20-982c-3fb12a9da110,2015-01-14T17:01:02
2015-01-14T17:45:11.076+08,2015-01-15T00:24:42.929+08,3.55072E+14,8.634914294444117 -12.018383910658201 103.0 5.0,8.634914294,-12.01838391,103,5,Mamunta,n/a,400,Tonkolili,Kholifa Rowala,205,60,Magburaka,primary,uuid:902466ef-8d9d-4a80-bef7-21adcf769da6,902466ef-8d9d-4a80-bef7-21adcf769da6,2015-01-14T17:01:04
2015-01-14T10:44:17.664Z,2015-01-14T16:41:15.984Z,3.52624E+14,8.66332601 -12.06991277 103.80000305175781 5.0,8.66332601,-12.06991277,103.8000031,5,Patifu mayoma,n/a,20,Tonkolili,Kholifa Rowala,205,60,Mabure,primary,uuid:516bc435-b045-4637-9739-0f03726df0d9,516bc435-b045-4637-9739-0f03726df0d9,2015-01-14T17:01:06
2015-01-14T12:14:30.056Z,2015-01-14T13:49:09.425Z,3.52624E+14,8.59949374 -11.99052114 102.69999694824219 7.0,8.59949374,-11.99052114,102.6999969,7,Mayawso Line,n/a,149,Tonkolili,Kholifa Rowala,205,60,Mayawso,primary,uuid:f92c3498-2ab1-4378-9c6d-d1211848e3f5,f92c3498-2ab1-4378-9c6d-d1211848e3f5,2015-01-14T17:01:10
2015-01-14T18:23:58.676+08,2015-01-15T00:25:29.859+08,3.55072E+14,8.595214385013227 -12.046483084017051 102.0 5.0,8.595214385,-12.04648308,102,5,Oto,Gbora Oto,15,Tonkolili,Kholifa Rowala,205,60,Magburaka,secondary,uuid:d61b24fd-e30d-4f35-80fe-947fd6cd7df8,d61b24fd-e30d-4f35-80fe-947fd6cd7df8,2015-01-14T17:01:10
2015-01-14T12:51:56.170Z,2015-01-14T16:27:30.695Z,3.52624E+14,8.58594827 -11.98126385 105.0999984741211 7.0,8.58594827,-11.98126385,105.0999985,7,Mayawso,n/a,205,Tonkolili,Kholifa Rowala,205,60,Mayawso,primary,uuid:98614260-6f36-43e5-a3f1-bdc11788347f,98614260-6f36-43e5-a3f1-bdc11788347f,2015-01-14T17:01:12
2015-01-14T19:03:23.364+08,2015-01-14T19:23:19.186+08,3.55072E+14,8.538258398629113 -12.096816505325611 88.0 5.0,8.538258399,-12.09681651,88,5,Kumrabai,Kumrabai station,83,Tonkolili,Kholifa Mabang,206,60,Magburaka,secondary,uuid:2d906460-8708-4198-b11b-de1b3684ca93,2d906460-8708-4198-b11b-de1b3684ca93,2015-01-14T17:01:14
2015-01-14T20:15:35.964+08,2015-01-14T20:24:00.137+08,3.55072E+14,8.521052771808273 -12.104204584282654 103.0 5.0,8.521052772,-12.10420458,103,5,Kumrabai matuku,n/a,400,Tonkolili,Kholifa Mabang,206,60,Magburaka,secondary,uuid:a128f053-6619-463c-a29a-961cd8052d73,a128f053-6619-463c-a29a-961cd8052d73,2015-01-14T17:01:21
2015-01-14T09:47:18.612Z,2015-01-14T16:16:03.474Z,9.90003E+14,8.63425868 -12.03812947 123.0 7.0,8.63425868,-12.03812947,123,7,Mafomba,n/a,150,Tonkolili,Kholifa Rowala,205,59,Mamuntha ,primary,uuid:9101d48c-a3ba-4847-aa27-26579f8e2181,9101d48c-a3ba-4847-aa27-26579f8e2181,2015-01-14T17:01:26
2015-01-14T21:34:19.126+08,2015-01-14T21:51:52.904+08,3.55072E+14,8.592567997914626 -12.089440894258317 110.0 5.0,8.592567998,-12.08944089,110,5,Meshie,n/a,40,Tonkolili,Kholifa Mabang,206,60,Kumrabai Station,primary,uuid:541092b6-cb11-4a50-80f3-500fa8ab9d3b,541092b6-cb11-4a50-80f3-500fa8ab9d3b,2015-01-14T17:01:30
2015-01-14T10:22:53.796Z,2015-01-14T16:16:56.985Z,9.90003E+14,8.6280755 -12.0736511 92.0 6.0,8.6280755,-12.0736511,92,6,Rogbonkoh,Rogbonkoh Mathaka,160,Tonkolili,Kholifa Rowala,205,59,Maborie Village,primary,uuid:43c70402-5809-43c1-8072-a8ccbcbd4ec9,43c70402-5809-43c1-8072-a8ccbcbd4ec9,2015-01-14T17:01:31
2015-01-13T17:16:30.562Z,2015-01-14T13:37:41.045Z,3.53428E+14,8.63053919 -12.02246617 83.80000305175781 6.0,8.63053919,-12.02246617,83.80000305,6,Rosembek,n/a,17,Tonkolili,Kholifa Rowala,205,60,Mamunta,primary,uuid:e209a108-6318-4a17-9d5a-cf45ea2a65c7,e209a108-6318-4a17-9d5a-cf45ea2a65c7,2015-01-14T17:01:34
2015-01-14T22:18:02.772+08,2015-01-14T22:33:01.274+08,3.55072E+14,8.595271408224843 -12.05074299992769 104.0 5.0,8.595271408,-12.050743,104,5,Worrh,n/a,15,Tonkolili,Kholifa Rowala,202,60,Magburaka,secondary,uuid:7fa9b3f5-9b62-4ced-9184-1a061fa8a0f3,7fa9b3f5-9b62-4ced-9184-1a061fa8a0f3,2015-01-14T17:01:36
2015-01-14T10:28:13.275Z,2015-01-14T16:42:30.720Z,3.53428E+14,8.58764441 -12.06191753 108.4000015258789 5.0,8.58764441,-12.06191753,108.4000015,5,Mayirima,n/a,40,Tonkolili,Kholifa Mabang,206,60,Kumrabai Station,primary,uuid:ed74a909-5335-4f02-ae58-1775d56ea0aa,ed74a909-5335-4f02-ae58-1775d56ea0aa,2015-01-14T17:02:05
2015-01-14T09:58:25.507Z,2015-01-14T14:46:48.712Z,3.53313E+14,8.67862408 -12.06943864 98.0 4.0,8.67862408,-12.06943864,98,4,Mathorkoh,n/a,22,Tonkolili,Kholifa Rowala,205,60,AMaborie,primary,uuid:85ebd24c-56e8-418b-bd12-be26b414a802,85ebd24c-56e8-418b-bd12-be26b414a802,2015-01-14T17:03:09
2015-01-14T10:23:09.150Z,2015-01-14T13:18:30.589Z,3.53313E+14,8.65095347 -12.09217894 110.19999694824219 6.0,8.65095347,-12.09217894,110.1999969,6,Masagble,n/a,157,Tonkolili,Kholifa Rowala,205,60,Maborie,primary,uuid:a67ef676-903a-4182-a030-783cb2c6b59d,a67ef676-903a-4182-a030-783cb2c6b59d,2015-01-14T17:03:16
2015-01-14T12:02:15.977Z,2015-01-14T13:10:52.042Z,3.53313E+14,8.60950415 -11.97448757 106.80000305175781 6.0,8.60950415,-11.97448757,106.8000031,6,Mabenki,n/a,92,Tonkolili,Kholifa Rowala,205,60,Mayossoh,primary,uuid:a745dac7-cc33-4d3c-b3ec-26678ddb799d,a745dac7-cc33-4d3c-b3ec-26678ddb799d,2015-01-14T17:03:21
2015-01-14T12:55:11.291Z,2015-01-14T16:12:51.312Z,3.53313E+14,8.64628159 -11.96754079 100.0 7.0,8.64628159,-11.96754079,100,7,Mamunalo,n/a,35,Tonkolili,Kholifa Rowala,204,59,Mabum,primary,uuid:a42eb889-198e-444c-9600-2d0895858f30,a42eb889-198e-444c-9600-2d0895858f30,2015-01-14T17:03:51
2015-01-14T10:50:56.472Z,2015-01-14T16:41:58.675Z,3.53428E+14,8.54334336 -12.09113111 98.69999694824219 4.0,8.54334336,-12.09113111,98.69999695,4,Kumrabaimamilla,n/a,150,Tonkolili,Kholifa Mabang,206,60,Kumrabai station,primary,uuid:c95f54a5-1e6b-4125-8cea-252fca259f39,c95f54a5-1e6b-4125-8cea-252fca259f39,2015-01-14T17:04:20
2015-01-14T11:21:32.121Z,2015-01-14T16:41:05.855Z,3.53428E+14,8.53013621 -12.0896295 97.69999694824219 4.0,8.53013621,-12.0896295,97.69999695,4,Kumrabai junction,n/a,60,Tonkolili,Kholifa Mabang,206,60,Kumrabai station,primary,uuid:fd1cef43-9e28-47a5-8384-0258eff49b9d,fd1cef43-9e28-47a5-8384-0258eff49b9d,2015-01-14T17:04:33
2015-01-14T11:53:34.392Z,2015-01-14T16:40:26.729Z,3.53428E+14,8.52121672 -12.11873673 100.0999984741211 8.0,8.52121672,-12.11873673,100.0999985,8,Magbakayie,Mosco,53,Tonkolili,Kholifa Mabang,206,60,Kumrabai station,primary,uuid:e057aecc-34ba-49e6-b328-ca097d1becc2,e057aecc-34ba-49e6-b328-ca097d1becc2,2015-01-14T17:04:39
2015-01-15T10:59:23.096Z,2015-01-15T16:19:25.405Z,3.52624E+14,8.64786604 -11.81137069 142.0 4.0,8.64786604,-11.81137069,142,4,Makrugbe,n/a,350,Tonkolili,Tane,220,64,Makurgbe,primary,uuid:e9278baa-e6c5-4c2a-8442-627894a13509,e9278baa-e6c5-4c2a-8442-627894a13509,2015-01-15T17:45:44
2015-01-15T11:35:34.289Z,2015-01-15T16:19:36.964Z,3.52624E+14,8.63145702 -11.87853213 145.8000030517578 8.0,8.63145702,-11.87853213,145.8000031,8,Mapeki,n/a,300,Tonkolili,Tane,219,64,Matufuri,primary,uuid:3b8d4f1f-58cc-476c-8589-101d70277a90,3b8d4f1f-58cc-476c-8589-101d70277a90,2015-01-15T17:45:45
2015-01-15T11:58:06.950Z,2015-01-15T16:19:49.392Z,3.52624E+14,8.63572431 -11.90416927 132.89999389648438 8.0,8.63572431,-11.90416927,132.8999939,8,Matufuri,n/a,300,Tonkolili,Tane,219,64,Matufuri,primary,uuid:c7e5da4e-949e-4c99-b785-6ef088770485,c7e5da4e-949e-4c99-b785-6ef088770485,2015-01-15T17:45:47
2015-01-15T12:24:39.341Z,2015-01-15T16:20:31.658Z,3.52624E+14,8.66054293 -11.90745231 143.60000610351563 8.0,8.66054293,-11.90745231,143.6000061,8,Mamarah,n/a,162,Tonkolili,Tane,219,64,Matufuri,primary,uuid:86c28736-4fc5-48dd-85ec-8cbf224bcad8,86c28736-4fc5-48dd-85ec-8cbf224bcad8,2015-01-15T17:45:48
2015-01-15T12:50:39.268Z,2015-01-15T16:10:25.960Z,3.52624E+14,8.62158556 -11.89061883 135.6999969482422 8.0,8.62158556,-11.89061883,135.6999969,8,Masint,Rosint,200,Tonkolili,Tane,219,64,Matufuri,primary,uuid:5a0bc406-4d83-42b1-9dd0-8ae52c031e86,5a0bc406-4d83-42b1-9dd0-8ae52c031e86,2015-01-15T17:45:51
2015-01-15T13:14:46.631Z,2015-01-15T16:15:52.571Z,3.52624E+14,8.60543145 -11.89338273 127.80000305175781 8.0,8.60543145,-11.89338273,127.8000031,8,Mabobor,n/a,300,Tonkolili,Tane,219,64,Matufuri,primary,uuid:76e0d9e8-0efd-4398-aef2-7e5d5844c386,76e0d9e8-0efd-4398-aef2-7e5d5844c386,2015-01-15T17:46:01
2015-01-15T13:41:42.341Z,2015-01-15T16:13:06.152Z,3.52624E+14,8.5950907 -11.88545116 115.19999694824219 8.0,8.5950907,-11.88545116,115.1999969,8,Mayinka,n/a,160,Tonkolili,Tane,219,64,Matufuri,primary,uuid:4b00802f-f9b8-452b-a5e1-639bffc348a1,4b00802f-f9b8-452b-a5e1-639bffc348a1,2015-01-15T17:46:05
2015-01-15T14:05:27.992Z,2015-01-15T17:34:15.870Z,3.52624E+14,8.57221401 -11.88341767 131.6999969482422 8.0,8.57221401,-11.88341767,131.6999969,8,Gbomsanda,n/a,50,Tonkolili,Tane,219,64,Matufuri,primary,uuid:49da767b-bac1-4629-a856-13fe84a2b727,49da767b-bac1-4629-a856-13fe84a2b727,2015-01-15T17:46:13
2015-01-15T14:56:57.249Z,2015-01-15T16:18:26.416Z,3.52624E+14,8.61451122 -11.90278836 139.6999969482422 7.0,8.61451122,-11.90278836,139.6999969,7,Mamar,n/a,80,Tonkolili,Tane,219,64,Matufuri,primary,uuid:16f42fe8-cc3b-4028-817a-df75096f3d43,16f42fe8-cc3b-4028-817a-df75096f3d43,2015-01-15T17:46:27
2015-01-15T15:31:31.390Z,2015-01-15T17:33:44.380Z,3.52624E+14,8.60762786 -11.90918905 121.80000305175781 8.0,8.60762786,-11.90918905,121.8000031,8,Gbomsaidu,n/a,26,Tonkolili,Tane,219,64,Matufuri,primary,uuid:a4e6ead8-e481-44c4-9346-e7f8baea986b,a4e6ead8-e481-44c4-9346-e7f8baea986b,2015-01-15T17:46:30
2011-01-01T22:26:23.972+08,2011-01-01T22:38:08.975+08,3.55072E+14,8.551997372887206 -12.129979400759163 106.0 5.0,8.551997373,-12.1299794,106,5,Magbontho,n/a,490,Tonkolili,Kholifa Mabang,203,60,Mabang,primary,uuid:03ac3248-1058-4449-9cde-464343c29ee6,03ac3248-1058-4449-9cde-464343c29ee6,2015-01-15T17:47:16
2011-01-01T23:16:04.798+08,2011-01-01T23:22:43.399+08,3.55072E+14,8.58081329835793 -12.1417239549811 95.0 5.0,8.580813298,-12.14172396,95,5,Masiaka,n/a,51,Tonkolili,Kholifa Mabang,206,60,Mabang,primary,uuid:c72d780d-e3c9-49ba-8632-d00236d18100,c72d780d-e3c9-49ba-8632-d00236d18100,2015-01-15T17:47:19
2011-01-01T23:49:51.576+08,2011-01-01T23:57:42.492+08,3.55072E+14,8.558751261285309 -12.160058731970222 93.0 5.0,8.558751261,-12.16005873,93,5,Armed Forces,n/a,10,Tonkolili,Kholifa Mabang,206,60,Mabang,primary,uuid:6db96fbe-cf20-4c09-b244-9f010a8a49fb,6db96fbe-cf20-4c09-b244-9f010a8a49fb,2015-01-15T17:47:22
2011-01-02T00:02:15.680+08,2011-01-02T00:08:35.151+08,3.55072E+14,8.555379435473576 -12.154861119142115 102.0 5.0,8.555379436,-12.15486112,102,5,Mantie,n/a,40,Tonkolili,Kholifa Mabang,206,60,Mabang,primary,uuid:299cca28-49e1-40c9-b813-35a81fd6dd4b,299cca28-49e1-40c9-b813-35a81fd6dd4b,2015-01-15T17:47:28
2011-01-02T00:12:14.217+08,2011-01-02T00:52:24.987+08,3.55072E+14,8.55343976574603 -12.153657359972257 104.0 5.0,8.553439766,-12.15365736,104,5,Fundu,n/a,12,Tonkolili,Kholifa Mabang,206,60,Mabang,primary,uuid:93ed68de-dc40-489f-b064-7a5ec29d53ed,93ed68de-dc40-489f-b064-7a5ec29d53ed,2015-01-15T17:47:37
2011-01-02T01:16:01.598+08,2011-01-02T01:26:26.159+08,3.55072E+14,8.543186959683087 -12.184206960910766 122.0 5.0,8.54318696,-12.18420696,122,5,Patafu,n/a,65,Tonkolili,Kholifa Mabang,206,60,Mabang,primary,uuid:e0fa800c-cd9d-4f20-bf2a-565f618bfc87,e0fa800c-cd9d-4f20-bf2a-565f618bfc87,2015-01-15T17:47:40
2011-01-02T01:36:22.413+08,2011-01-02T01:41:15.338+08,3.55072E+14,8.540376646454796 -12.210302094558179 99.0 5.0,8.540376647,-12.21030209,99,5,Marunia,n/a,500,Tonkolili,Kholifa Mabang,206,60,Magburaka,secondary,uuid:efcb1319-4af4-4379-9043-8d212ae2a996,efcb1319-4af4-4379-9043-8d212ae2a996,2015-01-15T17:47:47
2011-01-02T01:56:57.360+08,2011-01-02T02:05:42.601+08,3.55072E+14,8.491879278158516 -12.194121135790851 82.0 5.0,8.491879278,-12.19412114,82,5,Maworr,n/a,200,Tonkolili,Kholifa Mabang,206,60,Mathinka lol,primary,uuid:53aa8fe7-785a-40bd-b1f7-12535f32314a,53aa8fe7-785a-40bd-b1f7-12535f32314a,2015-01-15T17:47:50
2011-01-02T02:25:44.767+08,2011-01-02T02:31:21.633+08,3.55072E+14,8.491721748700133 -12.161595858816321 83.0 5.0,8.491721749,-12.16159586,83,5,BukBuka,n/a,32,Tonkolili,Kholifa Mabang,206,60,Mamanso Kafla,primary,uuid:5d74e9e9-07a6-4ae8-b3e7-564796a97df2,5d74e9e9-07a6-4ae8-b3e7-564796a97df2,2015-01-15T17:47:51
2011-01-02T03:03:52.137+08,2011-01-02T03:09:13.609+08,3.55072E+14,8.508182161337075 -12.144476316370096 85.0 5.0,8.508182161,-12.14447632,85,5,Mashriffu,n/a,220,Tonkolili,Kholifa Mabang,206,60,    Mamanso Kafla,primary,uuid:b779d3ed-9d80-476d-b9df-24973ce420da,b779d3ed-9d80-476d-b9df-24973ce420da,2015-01-15T17:47:53
2015-01-15T12:32:47.563Z,2015-01-15T12:40:19.232Z,3.53428E+14,8.57366679 -12.15181476 111.0 5.0,8.57366679,-12.15181476,111,5,Robise,n/a,100,Tonkolili,Kholifa Mabang,206,60,Mabang,primary,uuid:d8b2b0e9-e6ef-4af9-963d-63e63ed9b83a,d8b2b0e9-e6ef-4af9-963d-63e63ed9b83a,2015-01-15T17:48:17
2015-01-15T13:07:52.632Z,2015-01-15T13:12:44.206Z,3.53428E+14,8.54063886 -12.13270048 97.5999984741211 8.0,8.54063886,-12.13270048,97.59999847,8,Mamilla Gbla,n/a,150,Tonkolili,Kholifa Mabang,206,60,Mabang,primary,uuid:90d0448b-90f5-4bc1-9465-519646e8bf64,90d0448b-90f5-4bc1-9465-519646e8bf64,2015-01-15T17:48:21
2015-01-15T13:22:51.574Z,2015-01-15T13:30:26.781Z,3.53428E+14,8.54758841 -12.15247306 103.0999984741211 7.0,8.54758841,-12.15247306,103.0999985,7,"Mathinka  Bana
",n/a,260,Tonkolili,Kholifa Mabang,206,60,Mabang,primary,uuid:88ece05b-439a-4120-8d6e-0b4bd3c8776f,88ece05b-439a-4120-8d6e-0b4bd3c8776f,2015-01-15T17:48:35
2015-01-15T13:41:26.341Z,2015-01-15T13:49:32.657Z,3.53428E+14,8.56534969 -12.17396551 108.19999694824219 8.0,8.56534969,-12.17396551,108.1999969,8,Mabang,n/a,700,Tonkolili,Kholifa Mabang,206,60,Magburaka,secondary,uuid:873317e2-809b-4d25-94d7-c4ecaf75ef33,873317e2-809b-4d25-94d7-c4ecaf75ef33,2015-01-15T17:48:37
2015-01-15T14:25:39.402Z,2015-01-15T17:31:44.302Z,3.53428E+14,8.54263018 -12.19975614 92.69999694824219 6.0,8.54263018,-12.19975614,92.69999695,6,Masete,n/a,200,Tonkolili,Kholifa Mabang,206,60,Marunia,primary,uuid:73a00c87-5016-49c8-9d9a-60fc494f6c20,73a00c87-5016-49c8-9d9a-60fc494f6c20,2015-01-15T17:48:39
2015-01-15T14:56:21.429Z,2015-01-15T15:09:18.326Z,3.53428E+14,8.50450012 -12.20512861 91.5 8.0,8.50450012,-12.20512861,91.5,8,"Mathinka  Lol
",n/a,150,Tonkolili,Kholifa Mabang,206,60,Mile 91,secondary,uuid:cfa8c83e-c02d-49a2-acef-514461ba69c0,cfa8c83e-c02d-49a2-acef-514461ba69c0,2015-01-15T17:48:43
2015-01-15T15:31:39.780Z,2015-01-15T15:37:26.361Z,3.53428E+14,8.49567351 -12.16060614 109.4000015258789 3.0,8.49567351,-12.16060614,109.4000015,3,Masimoh,n/a,70,Tonkolili,Kholifa Mabang,206,60,Mamanso kafla,primary,uuid:5c20e1e1-7f85-4b7a-b36a-1fbe07a1653e,5c20e1e1-7f85-4b7a-b36a-1fbe07a1653e,2015-01-15T17:48:46
2015-01-15T10:47:47.170Z,2015-01-15T10:54:28.285Z,9.90003E+14,8.58353674 -11.81444487 136.0 6.0,8.58353674,-11.81444487,136,6,Masimira,n/a,36,Tonkolili,Gbonkolenken,218,63,Makonkorie,primary,uuid:9adebadc-6153-4fe6-b6d3-807339215d37,9adebadc-6153-4fe6-b6d3-807339215d37,2015-01-15T17:48:51
2015-01-15T11:03:17.216Z,2015-01-15T16:58:08.254Z,9.90003E+14,8.58970667 -11.82706909 126.0 8.0,8.58970667,-11.82706909,126,8,Patifu Limba,Patifu limba,60,Tonkolili,Gbonkolenken,215,63,Makonkorie,primary,uuid:ffd127f9-b1b9-40d9-9370-f333157c459c,ffd127f9-b1b9-40d9-9370-f333157c459c,2015-01-15T17:48:53
2015-01-15T11:17:52.686Z,2015-01-15T16:58:39.440Z,9.90003E+14,8.56653207 -11.81448685 135.0 8.0,8.56653207,-11.81448685,135,8,Mayamba,Mayamba Line,50,Tonkolili,Gbonkolenken,215,63,Makonkorie,primary,uuid:e3d19af7-a8a6-41ef-a43a-004b136a4dc6,e3d19af7-a8a6-41ef-a43a-004b136a4dc6,2015-01-15T17:48:55
2015-01-15T15:37:57.452Z,2015-01-15T15:57:06.760Z,3.53428E+14,8.51201042 -12.16394218 110.4000015258789 5.0,8.51201042,-12.16394218,110.4000015,5,Bolyine,n/a,72,Tonkolili,Kholifa Mabang,206,60,Mamanso Kafla,primary,uuid:57b761f8-e6cd-4abb-a8bc-bb8ef0d4ece2,57b761f8-e6cd-4abb-a8bc-bb8ef0d4ece2,2015-01-15T17:48:56
2015-01-15T11:28:56.069Z,2015-01-15T11:39:27.433Z,9.90003E+14,8.55642669 -11.81572021 102.0 8.0,8.55642669,-11.81572021,102,8,Makonkorie,n/a,150,Tonkolili,Gbonkolenken,218,63,Makonkorie,primary,uuid:4c32ec4c-eb22-4b36-be87-2564b396f897,4c32ec4c-eb22-4b36-be87-2564b396f897,2015-01-15T17:48:57
2015-01-15T11:47:57.227Z,2015-01-15T12:00:05.456Z,9.90003E+14,8.54796407 -11.80312151 116.0 7.0,8.54796407,-11.80312151,116,7,Mathombo Bana,Mathombo Bana,200,Tonkolili,Gbonkolenken,218,63,Makonkorie,primary,uuid:66b1dbe6-fd3d-4021-a46f-601ef27451a7,66b1dbe6-fd3d-4021-a46f-601ef27451a7,2015-01-15T17:48:59
2015-01-15T12:18:03.106Z,2015-01-15T12:26:43.115Z,9.90003E+14,8.55663116 -11.84434846 132.0 12.0,8.55663116,-11.84434846,132,12,Mabura,n/a,80,Tonkolili,Gbonkolenken,215,63,Makonkorie,primary,uuid:90a272ec-b574-4637-8088-cff56de2e168,90a272ec-b574-4637-8088-cff56de2e168,2015-01-15T17:49:02
2015-01-15T12:40:33.273Z,2015-01-15T12:45:24.442Z,9.90003E+14,8.54313351 -11.81927103 143.0 8.0,8.54313351,-11.81927103,143,8,Makera,Makera Line,25,Tonkolili,Gbonkolenken,218,63,Makonkorie,primary,uuid:996656f4-edd8-48b5-b227-97a9cebf6b05,996656f4-edd8-48b5-b227-97a9cebf6b05,2015-01-15T17:49:07
